pss_score,workload_hours,work_pressure_rating,recovery_sleep_hours,social_support_rating,work_life_balance_rating,shift_continuity_days,recent_trend_indicator,welfare_risk_level,data_label
22.7,65.4,7.2,7.8,1.0,7.5,2.0,-2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.0,39.0,5.3,6.1,10.0,5.6,8.0,-0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.9,60.3,4.7,6.6,2.4,3.9,1.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.9,60.1,6.6,5.7,4.7,7.7,1.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.9,40.5,7.3,6.4,5.9,5.8,10.0,0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.3,60.2,4.2,6.7,5.7,5.4,6.0,-0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.6,67.4,5.4,6.1,8.1,5.8,6.0,-0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.5,40.8,3.4,4.0,3.8,3.3,1.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.6,42.8,1.0,6.6,6.5,4.3,1.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.5,62.2,5.9,6.6,4.8,5.4,0.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.4,54.7,6.7,5.4,6.6,5.0,1.0,2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.6,57.5,6.0,4.7,5.9,7.9,5.0,-3.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.9,55.4,1.6,8.0,6.2,5.8,1.0,3.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.8,55.9,4.8,6.8,4.8,7.1,5.0,-0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.5,38.7,1.1,5.9,4.9,5.4,1.0,-1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
33.5,62.5,8.2,4.8,6.6,7.5,2.0,1.5,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
31.2,63.7,3.3,5.2,8.0,6.2,14.0,3.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.1,49.7,8.0,7.8,4.7,5.4,1.0,2.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.3,51.6,7.4,6.4,4.2,5.4,2.0,1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.8,36.7,3.7,5.5,7.3,3.5,1.0,2.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.3,57.1,3.2,6.8,5.9,6.4,0.0,-3.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.8,57.7,6.2,5.2,7.7,5.3,2.0,-1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.1,51.4,3.8,8.0,4.1,4.4,2.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.9,63.2,5.7,7.8,2.3,7.6,4.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
4.8,48.7,4.5,5.6,4.9,2.9,6.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.1,57.6,1.9,5.4,4.4,4.6,3.0,1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.7,41.8,1.0,3.5,5.8,7.5,0.0,1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.0,51.8,6.0,4.4,4.7,6.0,3.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.4,50.3,4.4,4.6,7.6,5.3,0.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.3,54.3,4.4,6.4,5.4,5.9,3.0,2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.6,48.3,6.9,5.8,6.3,5.8,4.0,-1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.2,50.7,7.8,4.6,6.3,2.4,1.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.6,60.3,5.0,5.9,6.4,4.7,6.0,-1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.2,47.6,4.8,6.8,5.9,8.6,8.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.6,35.9,6.5,6.8,7.1,4.1,6.0,-0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.9,69.5,2.8,3.9,4.3,4.8,1.0,-1.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.8,65.8,5.9,6.0,8.9,4.3,3.0,-1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.5,39.1,6.6,4.5,5.5,5.2,9.0,0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.3,58.9,6.9,7.3,3.2,4.2,1.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.2,47.0,1.6,7.1,6.4,6.4,6.0,-1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.0,54.6,4.0,5.1,4.2,5.8,0.0,-1.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.7,54.9,3.7,5.3,7.4,6.9,0.0,-0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.0,49.7,5.7,5.6,10.0,3.3,5.0,1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.1,44.2,6.5,3.5,4.3,4.7,5.0,3.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.1,45.1,8.5,6.6,6.7,4.9,5.0,-1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.5,42.8,4.5,5.9,2.3,6.3,9.0,4.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.2,43.7,4.5,7.4,7.0,3.8,0.0,-2.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.6,51.3,7.8,4.9,4.1,7.2,1.0,2.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.8,44.8,6.1,5.5,4.7,7.8,8.0,-1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.0,58.8,8.0,4.4,3.7,3.4,1.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.1,66.9,6.1,5.0,7.5,4.4,4.0,-1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.2,46.2,3.2,4.8,8.1,4.3,3.0,-0.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.2,54.4,2.8,7.4,6.0,10.0,0.0,1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.8,57.0,2.4,5.4,4.2,4.5,1.0,1.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.0,56.7,6.8,6.3,9.3,8.8,3.0,-1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
32.7,52.8,7.9,5.7,4.4,2.9,7.0,-2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.3,59.4,9.2,4.7,1.5,3.4,4.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.8,56.8,7.2,6.0,7.0,4.0,3.0,-0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.6,39.6,7.8,6.9,3.7,3.7,2.0,-0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.2,60.7,4.3,4.8,8.1,4.9,1.0,-1.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.3,60.9,3.2,7.2,5.2,4.0,0.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.6,44.4,7.2,5.2,7.3,3.8,2.0,4.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.7,52.4,6.3,5.6,8.9,7.7,0.0,-1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.0,58.8,5.7,6.8,3.5,7.8,1.0,-0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.7,49.9,6.3,5.4,4.8,7.3,2.0,1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.9,62.7,6.1,6.2,5.8,6.4,2.0,-1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
0.7,75.6,8.1,5.8,9.2,5.6,0.0,1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.6,44.1,8.1,6.4,4.6,4.4,3.0,-1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.3,38.2,6.6,3.5,4.8,3.5,3.0,3.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.3,55.0,7.2,4.0,7.0,6.1,0.0,0.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.1,59.2,6.5,6.9,4.8,3.1,10.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.3,49.7,4.6,7.4,6.3,3.4,0.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.3,66.5,7.0,5.1,2.7,7.7,7.0,-1.0,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
40.0,38.6,2.7,5.9,10.0,9.2,0.0,2.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.4,58.9,7.6,6.6,3.2,6.2,7.0,-2.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.0,45.9,3.1,7.0,5.3,7.6,0.0,-1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.8,69.2,6.1,3.8,5.9,4.9,5.0,-1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.0,71.9,3.8,5.1,10.0,2.7,2.0,-0.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.5,44.3,6.6,5.8,3.2,6.6,5.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.3,46.5,5.4,7.0,10.0,6.5,2.0,-3.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.3,60.6,2.3,9.0,7.6,5.5,0.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.2,48.1,6.3,5.9,6.9,4.9,5.0,-0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.9,51.5,4.3,4.5,3.9,7.3,0.0,-1.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.7,52.3,7.3,6.7,7.2,3.4,9.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.6,35.0,5.5,7.8,4.5,3.9,0.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.9,51.9,6.3,6.3,8.7,3.4,2.0,-0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.1,45.1,3.6,5.1,4.0,5.6,4.0,0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.6,47.1,4.3,7.3,5.8,3.2,2.0,-4.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.5,66.4,4.6,7.0,4.8,4.0,1.0,-0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
29.4,39.4,7.2,5.0,3.9,4.0,5.0,2.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.0,60.1,8.9,6.7,7.6,4.9,5.0,-0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.2,49.2,3.9,7.4,7.1,2.4,9.0,-1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.6,49.2,7.7,7.6,8.5,5.6,2.0,4.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.4,59.9,1.2,6.1,2.3,7.9,2.0,3.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.6,55.4,3.1,5.8,8.2,5.7,2.0,0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.9,57.7,3.6,7.7,10.0,8.5,1.0,2.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
32.3,61.7,2.8,4.7,5.1,8.1,5.0,-4.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
7.5,48.7,2.3,6.7,10.0,7.0,1.0,-1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.2,45.9,6.3,4.6,5.4,5.5,2.0,-0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.1,41.1,5.1,7.5,3.1,5.4,2.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.3,43.7,6.3,5.9,5.4,6.9,4.0,-1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.6,80.0,6.9,7.7,8.2,4.6,9.0,-5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.5,64.4,6.0,6.8,4.2,1.6,4.0,0.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.4,38.5,6.8,4.7,4.7,6.4,2.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.8,38.8,5.4,7.9,7.2,3.1,5.0,3.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.0,56.8,3.1,8.1,6.0,3.5,4.0,-1.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.6,57.5,7.6,7.3,7.2,5.4,0.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.2,57.5,4.3,5.3,6.5,5.2,0.0,-5.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.2,49.5,3.6,5.8,7.0,2.6,0.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.7,50.7,5.1,6.4,5.1,5.7,2.0,1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.7,55.3,3.7,5.4,6.5,7.3,6.0,-1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.8,52.9,4.7,8.2,4.1,3.1,1.0,4.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.7,35.0,6.2,6.4,8.7,7.9,2.0,-0.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.7,49.7,6.2,3.5,4.7,2.3,8.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.6,43.5,3.7,6.6,8.4,9.6,6.0,-2.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.5,53.8,4.5,5.8,5.5,4.6,4.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.1,80.0,7.6,6.1,6.4,5.7,1.0,-4.0,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.0,55.7,6.5,5.8,5.0,1.6,0.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.3,48.9,9.7,7.2,3.9,5.3,0.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.3,61.2,7.9,7.5,2.3,5.9,0.0,2.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
4.5,56.8,7.8,6.5,3.8,5.2,1.0,-2.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.8,56.2,2.7,5.8,5.3,4.3,3.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.4,58.1,7.0,6.2,6.4,3.5,0.0,1.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.9,72.6,5.4,6.2,8.1,7.7,1.0,0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.2,40.7,4.4,5.2,5.1,5.5,1.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.8,56.7,5.8,6.9,4.1,8.5,3.0,-4.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
5.5,42.7,7.4,6.8,3.0,4.3,3.0,0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
17.5,57.6,6.5,8.0,7.0,4.5,3.0,-0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.9,42.8,3.7,7.7,8.9,7.0,1.0,-1.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.1,47.8,7.0,5.4,8.7,2.2,2.0,1.5,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.4,49.0,4.2,7.2,7.5,3.0,0.0,-0.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.5,61.8,5.9,5.1,7.3,7.6,1.0,-2.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.1,61.2,4.9,7.0,9.6,3.1,8.0,-3.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.5,39.5,5.1,5.6,6.7,1.8,14.0,-2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.7,52.5,7.0,5.0,7.4,9.1,4.0,4.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.3,44.9,3.4,6.5,5.3,2.6,9.0,1.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
9.5,39.4,9.4,3.5,3.1,5.8,4.0,0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.0,49.8,1.9,4.1,4.6,5.5,0.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.8,48.9,4.3,6.0,6.0,1.0,20.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
0.0,76.3,6.2,6.3,6.1,4.9,0.0,2.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.0,56.3,6.7,5.8,10.0,6.3,4.0,-1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.3,38.2,5.3,4.3,6.2,6.1,1.0,1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.5,46.4,5.4,5.2,8.5,7.2,2.0,-0.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.8,62.2,6.3,6.7,5.1,4.6,4.0,3.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
13.5,72.9,5.0,6.9,5.3,6.8,2.0,1.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.6,36.1,8.3,6.2,3.2,4.0,1.0,2.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.8,35.0,7.2,7.6,4.4,2.6,1.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.8,70.7,7.2,6.7,7.1,2.8,1.0,2.1,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.9,55.9,3.6,5.3,6.0,2.5,11.0,-0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.5,43.3,5.3,5.9,8.0,7.4,6.0,0.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.9,57.3,4.9,4.5,6.4,2.4,2.0,3.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.3,35.0,3.5,6.1,5.3,5.9,1.0,-2.1,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.8,52.0,6.2,7.5,10.0,4.9,6.0,0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.0,55.3,4.4,7.0,5.8,5.2,1.0,0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.8,61.2,6.8,7.9,8.4,8.1,1.0,1.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.2,41.9,3.4,5.8,5.2,4.5,2.0,-0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
33.6,52.9,8.9,7.8,7.5,6.6,7.0,4.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.5,42.7,3.7,6.0,7.9,5.5,0.0,-2.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.6,54.6,5.9,8.0,6.4,5.1,0.0,2.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
27.0,43.0,7.1,6.2,1.1,10.0,2.0,2.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.9,47.9,4.4,7.0,6.0,2.5,1.0,3.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
2.7,42.0,7.2,8.0,8.6,8.0,3.0,-3.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.4,58.5,3.0,6.0,7.1,6.7,2.0,-1.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
4.0,60.6,8.4,6.5,6.9,4.4,2.0,3.0,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
15.4,49.7,5.5,7.7,2.4,8.7,0.0,-3.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.1,52.4,4.3,6.0,4.5,1.7,1.0,-3.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
30.6,37.5,4.9,4.6,6.9,4.4,6.0,-1.0,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.5,49.0,7.1,8.8,6.9,3.0,8.0,0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.4,51.5,4.3,5.6,8.6,6.2,1.0,3.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.2,78.2,4.0,6.4,5.7,3.2,0.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
1.4,40.9,5.1,7.6,6.9,6.3,0.0,-1.2,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.8,66.6,3.1,5.5,6.0,5.0,3.0,0.6,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.8,62.0,9.1,5.0,3.9,4.4,4.0,0.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
6.9,54.8,4.4,6.5,1.3,6.2,2.0,0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
26.6,69.6,7.2,4.0,6.9,4.9,4.0,-0.4,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.5,55.7,5.9,5.9,6.4,3.2,4.0,-3.9,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.9,55.9,3.5,6.5,4.7,10.0,10.0,-1.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
22.7,51.5,5.5,5.9,2.6,4.4,0.0,2.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
35.0,64.2,7.1,4.3,7.3,1.0,1.0,0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.4,63.0,5.1,8.1,5.4,3.7,0.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
19.9,45.7,7.9,6.3,7.2,2.9,7.0,2.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.6,38.8,7.5,7.9,9.9,7.1,6.0,-2.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.6,50.0,7.3,5.9,1.5,6.0,3.0,-0.5,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.2,44.0,4.6,5.1,4.5,6.2,0.0,0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.6,51.4,3.3,6.5,5.6,4.7,1.0,-0.9,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
18.5,64.4,4.3,5.9,9.1,4.8,1.0,0.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.4,47.4,5.9,4.8,2.6,4.7,3.0,-0.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.6,51.6,6.6,8.0,10.0,5.2,1.0,-2.8,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.5,52.6,1.2,5.5,6.3,7.1,0.0,0.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
25.8,60.5,5.5,4.0,5.8,6.1,5.0,-2.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.2,35.0,5.8,7.8,5.6,6.4,1.0,0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
16.0,45.9,4.9,5.6,5.1,6.4,2.0,2.7,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
10.7,54.1,8.1,5.5,8.2,7.2,0.0,-0.6,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
14.7,64.0,6.3,4.1,3.8,6.0,6.0,-2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
20.8,47.1,8.1,8.3,6.7,6.1,3.0,-0.3,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
23.7,35.0,5.1,4.7,5.2,7.8,8.0,-1.7,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
11.1,58.2,7.4,6.3,4.4,4.1,2.0,1.2,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
24.5,45.6,8.8,7.3,10.0,3.7,10.0,-0.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
28.2,40.1,8.1,6.7,6.9,3.0,8.0,3.4,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
21.1,45.8,3.3,6.1,7.3,5.8,3.0,2.3,1,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
32.1,50.2,5.0,4.2,8.4,1.7,10.0,-0.3,2,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
12.2,46.0,4.8,5.2,3.0,6.3,1.0,1.4,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
8.7,35.0,6.5,6.4,9.7,5.2,2.0,-0.8,0,DEMO / SYNTHETIC DATA — NOT REAL PERSONNEL DATA
